0.013125,0.26261,0.40231,0.11847,0.12494,0.23842,0.022353,0.32551,0.033549,0.278,0.14407,0.44687,0.0827,0.03763,0.017822,-0.017078,0.05443,0.18179,0.065697,0.047699,-0.012529,0.049392,0.15387,0.057775,-0.025157,0.1106
0.00091788,0.09728,0.086795,-0.069228,0.047578,0.30577,0.036361,0.072905,0.10329,-0.060527,0.073096,0.061876,0.043603,0.14346,0.010027,-0.0093382,-0.033875,0.036181,0.0065746,0.042173,0.02016,0.024824,0.06192,0.14346,-0.0079733,-0.05242
-0.064722,-0.12358,-0.087975,-0.0079733,-0.012529,-0.051241,-0.067914,-0.059628,0.011426,0.033673,0.056653,-0.092939,-0.068908,-0.071287,-0.0039455,-0.055918,-0.0057838,-0.039663,-0.074891,-0.057531,0.0082786,-0.085304,-0.16233,0.048857,-0.15747,-0.063539
-6.6901e-05,0.032495,0.016506,0.023024,0.039313,0.14215,0.0040764,-0.0063583,-0.048293,-0.035128,-0.016936,-0.033213,-0.0062818,-0.0042102,0.0052116,-0.024927,0.010801,-0.018446,-0.014568,0.04395,0.0020814,0.006148,-0.0021385,-0.014589,-0.021208,0.018476
-0.014241,0.043886,0.55086,0.68879,-0.0043108,-0.020998,-0.014241,-0.019173,-0.018813,-0.017218,0.077517,-0.018147,0.0079029,-0.017078,-0.021242,-0.051261,0.12544,0.13522,0.019391,0.23696,0.011322,-0.022113,-0.014241,-0.0026768,-0.025157,0.02858
0.071357,0.042173,0.14661,0.017822,0.036441,0.58415,0.044593,0.054715,0.023637,-0.0017169,0.012596,0.082704,0.0096122,0.015879,0.0017417,0.02793,0.021946,0.020222,0.10705,0.023637,0.7064,0.052274,0.055805,0.014918,-0.092939,0.03264
0.018326,0.1752,0.59214,0.29061,0.043612,-0.048705,-0.02035,0.062651,-0.011541,0.013428,0.040332,0.13871,0.048659,-0.013349,0.043078,-0.050677,0.60998,0.4751,0.29641,-0.022669,0.027271,0.05443,0.18332,0.015627,0.045469,0.25523
-0.0067364,0.021421,0.0033067,0.041783,0.10438,0.17454,-0.0067364,0.036361,-0.049818,-0.085304,-0.014982,-0.020749,-0.03934,0.028485,-0.00098733,0.0065746,-0.0044281,-0.021243,0.089986,0.045704,-0.012095,0.11782,0.031493,-0.051261,-0.018751,0.09728
0.0096232,0.019439,0.033549,0.0031631,0.016279,0.22556,0.039374,0.11807,0.13067,0.2361,0.019391,0.0073743,0.22207,0.11729,-0.0055422,0.036181,0.026009,0.024788,0.08479,0.16685,0.018793,-0.01365,0.41947,0.75342,0.072905,0.030151
0.0031631,0.098103,0.10501,-0.045468,0.049232,0.27095,0.053746,0.069667,0.078341,-0.063539,0.074783,0.0456,0.037526,0.086795,0.010833,-0.0026768,-0.025509,0.038843,0.016188,0.043886,0.019104,0.016143,0.060116,0.13045,-0.01365,-0.05146
