"","ac1A","ac1B","ac2A","ac2B","ac3A","ac3B","ac4","Or1a","Or2a","Or7a","Or9a","Or10a","Or13a","Or19a","Or22a","Or22b","Or22c","Or23a","Or24a","Or30a","Or33a","Or33b","Or33c","Or35a","Or42a","Or42b","Or43a","Or43b","Or45a","Or45b","Or46a","Or47a","Or47b","Or49a","Or49b","Or59a","Or59b","Or59c","Or65a","Or67a","Or67b","Or67c","Or67d","Or71a","Or74a","Or82a","Or85a","Or85b","Or85c","Or85d","Or85e","Or85f","Or88a","Or92a","Or94a","Or94b","Or98a","Gr21a.Gr63a","ab2B","ab4B","ab5B","pb2A","Or69a","ac1","ac2","ac3_noOr35a","Ir31a","Ir41a","Ir75a","Ir75d","Ir76a","Ir84a","Ir92a","Ir64a.DC4","Ir64a.DP1m","ac1BC","ac2BC","Or83c"
"IMNFDUFMRHMDMM-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,0.00580360821118679,NA,NA,NA,NA,0.150444156766182,0.133661252370387,NA,0.0195564939147155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0757309617555273,NA,NA,NA,NA,NA,NA,-0.013152000537985,NA,NA,NA,NA,NA,NA,NA,0.0668110361895659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0139467687462805,NA,NA,NA,NA,NA,0.242165419593215,NA,NA,0.232493857493857,0.059619931302137,0.03265306122449,0.109051231743461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TVMXDCGIABBOFY-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198559932506111,0.114233718862558,NA,0.0188500363139975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123165787375224,NA,NA,NA,NA,NA,NA,-0.00127101503452001,NA,NA,NA,NA,NA,NA,NA,0.0928947148419289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0216090789989691,NA,NA,NA,NA,NA,-0.0387542516604019,NA,NA,0.237100737100737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BKIMMITUMNQMOS-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122059310646225,0.0863444541246218,NA,0.0191497907126035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0732444288772713,NA,NA,NA,NA,NA,NA,0.00991108896874099,NA,NA,NA,NA,NA,NA,NA,0.0907940834645169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0189409267525949,NA,NA,NA,NA,NA,-0.038470296608809,NA,NA,0.19502457002457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CURLTUGMZLYLDI-UHFFFAOYSA-N",NA,NA,NA,NA,NA,-0.0425852247282269,-0.00128128095829221,0.00710811821922933,-0.0460424227401872,0.0514390935057025,-0.0106008990937313,0.0172227117192253,0.0896056458940148,-0.0696015788723234,-0.0510404428053887,0,NA,0.0082280889935159,NA,0.0087774031441935,0,0.000310836352343094,NA,-0.0239567797250592,0.0649514301020538,-0.0234546195501414,-0.0446441241731886,0.0149386749569516,0.10569365312703,-0.0135246033628487,NA,-0.0050149220207631,0.027857696347675,0.0135455885090054,-0.018881284763018,-0.00174174271575009,0.0218758316618932,NA,-0.0113058815759434,-0.0039530330833398,-0.0014869713811646,0.0574616705430165,NA,NA,0.0538696487732485,0.0204596277383883,0.0115488746284995,0.0989475742515836,0.0237272518129418,NA,NA,-0.0317976051646639,0.0443264194638292,0.0202610640587767,-0.0257681226838144,0,0.0731344465946979,0.858861228812231,-0.0002639347015916,-0.0077367559411682,0.0268970726403084,NA,NA,0.019873310434046,0.016326530612245,0.067108450303668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UXFSPRAGHGMRSQ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0601159252436818,NA,0.0509485924770077,0.0554832138865978,NA,-0.0823795373795917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0203497350341643,NA,NA,NA,NA,NA,NA,NA,NA,0.0299416170218626,NA,0.0134431719520155,NA,NA,NA,NA,0.0481288322928658,NA,NA,NA,0.0236372641031732,NA,0.0681748939279936,NA,NA,NA,NA,NA,-0.0142409429433528,NA,NA,0.0847235011148553,NA,-0.00216668325044697,NA,-0.0146325058189028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0138248847926267
"RWRDLPDLKQPQOW-UHFFFAOYSA-N",NA,NA,NA,NA,-0.0224592240395354,0.212345334964318,0.107353686307053,NA,NA,0.0555545496332144,NA,0.0333325525643524,0.15720828585561,0.007269261573404,-0.0813847530340007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0203497350341643,NA,NA,NA,NA,NA,NA,NA,NA,0.0299416170218626,NA,0.0086073279112081,NA,0.16966604806244,NA,NA,0.0481288322928658,NA,0.0130956301541126,NA,0.0236372641031732,NA,0.30924421081297,NA,NA,NA,NA,0.158084571537554,-0.0142409429433528,NA,NA,0.0847235011148553,NA,0.0251849581619898,0.242841154736982,0.0061521083060891,NA,NA,0.171633135566758,0.293877551020409,-0.0083885562879585,-0.027126193132482,-0.0977739116153168,0.0130164060165635,0.97310872685027,0.000507398386788496,-0.069527209017378,0.0955188437852561,0.0170349592939728,0.0014990778481168,NA,NA,NA
"QSZKEDWVAOAFQY-HJWRWDBZSA-N",NA,NA,NA,NA,NA,NA,0.00344197848802709,NA,NA,NA,NA,0.0465445824988435,0.0244110299954788,NA,0.0453782435279465,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131563186706079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0217715751299266,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0142409429433528,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075879912566356,0.093877551020409,0.044039920511782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALSTYHKOOCGGFT-KTKRTIGZSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XMLQWXUVTXCDDL-FPLPWBNLSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GYGAZRPDUOHMAF-KHPPLWFESA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UWHZIFQPPBDJPM-FPLPWBNLSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PVVODBCDJBGMJL-CMDGGOBGSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VLKZOEOYAKHREP-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,-0.0041152366260839,NA,NA,NA,NA,NA,NA,0.014963622075428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0755868953398044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144730236732868,NA,NA,NA,NA,NA,0.06684658964179,0.057142857142858,0.100662675455502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MGSRCZKZVOBKFT-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144730236732868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RWCCWEUUXYIKHB-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09727290207751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KFZMGEQAYNKOFK-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061919792391292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLUWOWRTHNNBBU-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039854522375416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOOLISFMXDJSKH-KXUCPTDWSA-N",NA,NA,NA,NA,NA,NA,-0.0201743187435698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024671861248016,NA,NA,NA,NA,NA,0.111109871972164,0.079591836734694,0.067108450303668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JLPUXFOGCDVKGO-GRYCIOLGSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0102823473891006,NA,NA,NA,-0.0695265053493633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572770966691423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BHHGXPLMPWCGHP-UHFFFAOYSA-N",NA,NA,NA,NA,-0.0686498715043326,0.733878341868045,0.278352561664599,NA,NA,-0.0205741848536372,NA,NA,NA,-0.0824582280676367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.038448073366914,NA,NA,NA,0.021679975018959,-0.13469387755102,0.211811046270953,-0.0816573328271949,-0.149278344288547,-0.0796024571226599,0.0162646073942458,0.000483614087407797,-0.16894898163213,0.120611842585655,0.227098583840733,-0.0159901637132459,NA,NA,NA
"DKIDEFUBRARXTE-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0166157858288154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254339398379292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FEXQDZTYJVXMOS-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.013449066608958,NA,NA,NA,0.062519391341592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155227663870478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0457112073696559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HPNMFZURTQLUMO-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0031572291444213,NA,NA,NA,-0.0758543262963069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24372563501716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HVGZQCSMLUDISR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215814104377915,NA,NA,NA,-0.0142704833033667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0030188088201418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06089776028448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISWSIDIOOBJBQZ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.127744662866878,NA,NA,NA,-0.0622697820984023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0063764080061302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0443906375509756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JMMWKPVZQRWMSS-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180997594969369,NA,NA,NA,0.040927998082463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239303233616272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUJWROOIHBZHMG-UHFFFAOYSA-N",NA,NA,NA,NA,-0.0551504921396207,-0.0295142216357821,-0.0324547933040002,NA,NA,0.0709954211739412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238418753336094,NA,NA,NA,0.174343132444127,0.828571428571429,0.098565536383513,-0.0605243384343238,0.310669855058128,-0.0725566948157907,-0.0140094307387412,-0.0077457534983185,-0.071153415874635,0.154390879432346,0.253506191420948,0.0338125336853013,NA,NA,NA
"KDVFRMMRZOCFLS-UHFFFAOYSA-N",NA,NA,NA,NA,0.214148347353002,-0.000272143066550302,0.0128884973806664,NA,NA,-0.0031572291444213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241956674456805,NA,NA,NA,0.231253066868894,0.204081632653062,0.439350635581828,0.114916101414162,0.038593111811664,0.223344921892615,0.0035194423563179,-0.0079518840929514,0.060681343375227,-0.035874715867384,0.900047889443798,0.497294091481948,NA,NA,NA
"KGEKLUUHTZCSIP-HOSYDEDBSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0570709109652715,NA,NA,NA,0.543417618523829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247263556137871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LFYXNXGVLGKVCJ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0570709109652715,NA,NA,NA,0.351173488245491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240187713896449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LGTLDEUQCOJGFP-WAYWQWQTSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149886732496442,NA,NA,NA,0.112373125455217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242841154736982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LZWFXVJBIZIHCH-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0031572291444213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244610115297338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MLLAPOCBLWUFAP-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0102823473891006,NA,NA,NA,-0.0279342464739541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0030142765937489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0463714922789961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MMOXZBCLCQITDF-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0055322685593144,NA,NA,NA,-0.0482926924587923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240187713896449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGDNVOAEIVQRFH-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375506997672256,NA,NA,NA,0.47273962945091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173605595918632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0648594697405211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NPFVOOAXDOBMCE-SNAWJCMRSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431152286670643,NA,NA,NA,-0.0695265053493633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0404289280949345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OCAIYHCKLADPEG-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0142407464139224,NA,NA,NA,-0.0552100949561649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0536346262817381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PCWGTDULNUVNBN-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0184111796151676,NA,NA,NA,-0.0658697411512127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245494595577515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PQLMXFQTAMDXIZ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.024532583878459,NA,NA,NA,-0.0758543262963069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0097360190801214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.049672916825697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PXIKRTCSSLJURC-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0110740271940649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0562757659190988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUSNBJAOOMFDIB-UHFFFAOYSA-N",NA,NA,NA,NA,-0.0389878316050636,0.560508105112476,0.231113169057707,NA,NA,0.0184111796151676,NA,NA,NA,-0.08465952865808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241956674456805,NA,NA,NA,0.189248115269662,0.024489795918368,0.117439788031419,-0.0934869315021822,-0.122000244577383,-0.0843960688911337,0.0637258251896398,0.0086337006751984,-0.174645551848023,-0.0526125733089689,0.0912978039269344,0.238353377850572,NA,NA,NA
"RHLVCLIPMVJYKS-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,-0.0211189706328337,NA,NA,-0.002365549339457,NA,NA,NA,0.051103037740356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016457761566494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0523140564630577,NA,NA,NA,0.041553285453005,0.03265306122449,0.081788423807596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0599078341013822
"RSDDTPVXLMVLQE-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157525762626152,NA,NA,NA,0.345519249119657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.239303233616272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UDEWPOVQBGFNGE-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.013449066608958,NA,NA,NA,-0.0758543262963069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0939648273879584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0450509224603158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
