"","ac1A","ac1B","ac2A","ac2B","ac3A","ac3B","ac4","Or1a","Or2a","Or7a","Or9a","Or10a","Or13a","Or19a","Or22a","Or22b","Or22c","Or23a","Or24a","Or30a","Or33a","Or33b","Or33c","Or35a","Or42a","Or42b","Or43a","Or43b","Or45a","Or45b","Or46a","Or47a","Or47b","Or49a","Or49b","Or59a","Or59b","Or59c","Or65a","Or67a","Or67b","Or67c","Or67d","Or71a","Or74a","Or82a","Or85a","Or85b","Or85c","Or85d","Or85e","Or85f","Or88a","Or92a","Or94a","Or94b","Or98a","Gr21a.Gr63a","ab2B","ab4B","ab5B","pb2A","Or69a","ac1","ac2","ac3_noOr35a","Ir31a","Ir41a","Ir75a","Ir75d","Ir76a","Ir84a","Ir92a","Ir64a.DC4","Ir64a.DP1m","ac1BC","ac2BC","Or83c"
"HGBOYTHUEUWSSQ-UHFFFAOYSA-N",0.0604179106610377,0.043580288300369,0.103537435855929,0.0295393704421671,0.205334343287358,0.425333335235951,0.0810988902892664,NA,0.0557628451498618,0.367817931119401,0.0842587576676619,0.0144268220578828,0.0867189577378248,-0.0315645228132808,0.186440678504128,NA,NA,-0.0107314521343929,NA,NA,NA,-0.00850751739271721,NA,0.243682327822585,NA,-0.0115624061622658,-0.0539024387107021,0.038286562601431,NA,NA,NA,0.0646967608738488,-0.057163068341976,NA,0.000375042381414593,NA,0.0158218026019039,NA,0.0033067087941576,0.0869484420981575,0.533374108533271,0.0275198267338239,NA,NA,NA,0.0142544674523476,-0.0055430713128332,0.120521977956852,NA,NA,NA,0.0769181887667855,-0.0042101822471662,-0.0251548773521727,NA,NA,0.0820505679204886,NA,NA,0.243838933106648,NA,NA,0.248771498771499,0.092139893830575,0.083163265306123,0.268433801214673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276497695852534
"JARKCYVAAOWBJS-UHFFFAOYSA-N",0.0935423492005477,0.039222259470332,-0.009368162025749,-0.0147696852210837,0.153741277079074,0.648977267191561,0.0670507520653494,NA,0.0478667065998606,0.346243282188028,0.112365214573124,0.0648513459406327,0.188953710819707,-0.0493735572580536,0.27966133202928,NA,NA,0.0465330991285728,NA,NA,NA,-0.056616773599043,NA,0.557290819425424,NA,-0.0368749534516756,-0.0189588854459137,0.215150288572236,NA,NA,NA,0.118339284816385,-0.072106241831027,NA,0.0045234614285419,NA,0.0314613806756473,NA,0.0403633529944309,0.051704483999651,0.256167763989647,0.0178835846846407,NA,NA,NA,0.0101653580573989,0.0637011045241493,0.69375821641553,NA,NA,NA,0.124758617303559,-0.0187116658031238,-0.027303772312965,NA,NA,0.0882245753402618,NA,NA,0.240283588522736,NA,NA,0.178132678132678,0.081299906321096,-0.014285714285714,0.126876913855373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230414746543779
"MBDOYVRWFFCFHM-SNAWJCMRSA-N",0.0245331022432342,0.043580288300369,0.103537435855929,0.132927166989753,0.188044496499264,0.656388274676191,0.107161040566914,0.042648709315376,0.0357301690023932,0.824942719851816,0.124941332846325,0.0193909530667165,0.350836452227373,0.059627191247304,0.0656969889749615,0.0289855072463768,NA,0.187987460508858,NA,0.0171443854401167,0.0383838383838384,-0.0277731410218054,0.133588781148994,0.663067957400736,0.514832161538324,0.0403324677452067,0.166600847025448,0.316635201518561,0.320628202724544,0.0507775706356086,-0.0671014432955808,0.0621565789557238,0.056653396432845,0.0927030209891904,-0.00723356890076771,0.0391657270524899,0.0161883717043088,0.00367972665925759,-0.0149820754561855,0.212225322960293,0.427167739743094,0.125779732235767,NA,0.0060572194279244,0.368335298373593,0.0125964212866409,0.0572080740940783,0.366602176474432,0.382389529999721,0.0760656090919917,0.188405797101449,0.0968557445366145,-0.0169358690767155,0.0775166014054783,0.0154798024377812,0.0630955917137456,0.0827001268799356,0.017283365188574,0.0159965277438464,0.238140052984751,0.0216320172866225,NA,0.276719901719902,0.023486639603872,0.08265306122449,0.278919496574621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170506912442396
"HYBBIBNJHNGZAN-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,-0.0116724517401949,NA,0.0469579243601694,0.343508642753597,0.256080761690075,0.457887387213742,-0.0798033726361042,-0.0343124945071684,0.0734738563827495,NA,NA,0.0472752233172498,NA,NA,NA,0.0729947449823968,NA,0.530666275224672,NA,-0.0486146526720308,-0.063098350061982,0.17235072334785,NA,NA,NA,0.000419735125200903,-0.068919277943236,NA,0.0045234614285419,NA,0.105131232273016,NA,-0.0033471695351203,0.426050798521736,-0.0373871644547155,0.0620818479976207,NA,NA,NA,0.0979182955019881,-0.0055430713128332,0.14410293442511,NA,NA,NA,0.176412334643837,-0.0249265873271056,0.254078115450346,NA,NA,0.100598007175366,NA,-0.00162677800233644,0.259262055063311,NA,NA,0.182125307125307,0.084913235490922,0.09795918367347,0.078642715199611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105990783410138
"HGINCPLSRVDWNT-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,0.0350424859637577,0.101973857858077,0.0204551708657545,-0.0022841404694895,NA,-0.0219472940576843,0.0562672038130805,NA,NA,-0.0128777425612715,NA,NA,NA,0.00206871176417639,NA,-0.0517328718244162,NA,NA,-0.0344416279600334,0.0287054887994269,NA,NA,NA,0.0062102055743676,-0.040199181782105,NA,0.0058372830231868,NA,0.0363173440711208,NA,0.00657455178230529,0.0309864588312005,NA,-5.93420635334983e-05,NA,NA,NA,-0.0100774276940169,0.0608493625345593,0.0598923345739126,NA,NA,NA,0.0075094737137465,0.0082196608007975,NA,NA,NA,0.0666515768256251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NUJGJRNETVAIRJ-UHFFFAOYSA-N",0.0631782805393297,0.043580288300369,-0.0054664310020309,-0.0206775593095172,0.148965019076829,0.270874604289768,-0.0113115580568377,NA,NA,NA,NA,0.0729050649262977,0.126436459431801,0.031653580929085,-0.00966740969606111,NA,NA,NA,NA,NA,NA,NA,NA,0.476310627445977,NA,0.0454692462880199,NA,NA,NA,NA,NA,NA,-0.157471030330077,NA,NA,NA,NA,NA,NA,NA,0.0614593308881249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0251574201235742,NA,NA,NA,0.000981536791755999,NA,-0.0424755573365404,NA,NA,0.291461916461916,0.081299906321096,0.09795918367347,0.109051231743461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460829493087562
"KSMVZQYAVGTKIV-UHFFFAOYSA-N",0.0714593901742077,-0.0261481729802212,0.0138938700837438,0.0147696852210837,0.0583172289893194,0.101023228889582,-1.33068761426075e-05,NA,NA,NA,NA,0.0825974514062827,0.0505354661451178,NA,-0.0098845809077573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0520808646518943,NA,NA,NA,NA,NA,NA,-0.067664757553884,NA,NA,NA,NA,NA,NA,NA,0.124397338357563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0214232528833225,NA,NA,NA,NA,NA,-0.0381265615463545,NA,NA,0.316646191646192,0.079493241736183,0.028571428571429,0.106954092671471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460829493087562
"FXHGMKSSBGDXIY-UHFFFAOYSA-N",0.0742197600524997,0.052296345960442,-0.009368162025749,0.0147696852210837,0.0583172289893194,0.585362576103577,0.000528670480005392,NA,NA,NA,NA,0.0590587985263187,0.25708262037241,-0.0758543262963069,0.496829255534198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0391325879171285,NA,NA,NA,NA,NA,NA,-0.068363639054088,NA,NA,NA,NA,NA,NA,NA,0.158067034644279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0166241534257492,NA,NA,NA,NA,NA,0.0594631925969949,NA,NA,0.199324324324324,0.101173216755141,-0.00816326530612202,0.121634066175399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0783410138248852
"LVBXEMGDVWVTGY-VOTSOKGWSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251043101643066,NA,0.0289285425861887,0.32124114734963,NA,0.283392110142816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0203497350341643,NA,NA,NA,NA,NA,NA,NA,NA,0.0299416170218626,NA,0.018007316121946,NA,NA,NA,NA,0.0481288322928658,NA,NA,NA,0.0236372641031732,NA,0.110567739963666,NA,NA,NA,NA,NA,-0.0142409429433528,NA,NA,0.0847235011148553,NA,0.0140371943113604,NA,0.0530768763656283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170506912442396
"GYHFUZHODSMOHU-UHFFFAOYSA-N",0.0631782805393297,0.06972846128059,-0.009368162025749,-0.0147696852210837,0.0475496671332774,0.030763183368931,0.0532857768207654,NA,NA,0.251043101643066,NA,0.0476427162927572,0.0667295436237198,NA,-0.0813847530340007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007219740211904,NA,NA,NA,NA,NA,NA,-0.165974080500014,NA,0.0299416170218626,NA,0.0086073279112081,NA,NA,NA,0.110111602863884,0.0481288322928658,NA,NA,NA,0.0236372641031732,NA,0.0911184331790456,NA,NA,NA,NA,NA,-0.017082527341566,NA,NA,0.0847235011148553,NA,-0.00216668325044697,-0.0408764420459909,-0.0146325058189028,NA,0.367014742014742,0.070459918811616,0.063265306122449,0.125828344319378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0368663594470042
"NDFKTBCGKNOHPJ-AATRIKPKSA-N",0.0714593901742077,-0.0435802883003687,0.0368058606841469,0.0147696852210837,0.0130300854643217,0.678088613606494,0.0762189083025584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CSCPPACGZOOCGX-UHFFFAOYSA-N",-0.0348530599228063,NA,-0.0058555799634576,NA,0.0034102632522207,0.093715448894477,-0.0340316292728543,NA,0.0034746879543212,0.0415921027382617,0.0260908682918968,0.0023091563907982,0.0706356741463788,-0.0395201739765525,-0.0194520811527625,NA,NA,-0.01502403298815,NA,NA,NA,-0.056616773599043,NA,0.0049145792073078,0.269754731905382,-0.0022097608220758,-0.060799372224162,0.0135438826235642,NA,NA,NA,-0.0071299708746461,-0.018926929283351,NA,0.0167506466747927,NA,0.287108742206402,-0.0250373535141735,-0.0243757396025878,0.0467889842261681,0.0947754806020139,-0.0071248381197991,NA,-0.0010806426722422,NA,0.0088284365185148,-0.010782073272981,0.0445718251260616,NA,-0.0030963448722908,NA,0.0554386425007662,-0.0187116658031238,-0.0177530422135291,NA,NA,0.0215206861956937,0.151369229843142,0.00050662149455522,0.253496444975035,0.002869906074695,NA,0.246007371007371,0.095753223000402,0.036734693877551,0.062914172159689,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0025868440502587,0.0017047325357852,0.0460829493087562
"ZWEHNKRNPOVVGH-UHFFFAOYSA-N",-0.0153426550811157,0.056654374790479,-0.0339653370000858,-0.0265854333979507,-0.0177271297469073,0.0422783085546196,-0.0122320803642153,NA,0.0201773907471594,0.0429051466685446,0.109528126697424,-0.0078020113693893,0.0306221791433128,-0.0241272002356893,0.0799782979024355,NA,NA,0.0064388712806358,NA,NA,NA,0.0054788230843819,NA,0.0214423881496814,0.770463143101918,0.0428777963704864,-0.0399032276233989,0.0581524759339045,NA,NA,NA,0.0294746309143792,-0.039686744351241,NA,0.0216227367713946,NA,0.418649311001482,-0.00311395017024781,-0.0067364459174812,0.128699332159941,0.117591404185063,-0.0047281147456466,NA,0.0688663604696392,NA,0.0096719955186584,0.0037052451050203,0.0576250861156476,NA,0.0193920415465885,NA,0.118623827620014,-0.0290698683430936,0.315237081027084,NA,NA,0.0117782388189488,NA,-0.00171525884004835,-0.0477629834522223,-0.0126957018134094,NA,0.23955773955774,0.059619931302137,0.076530612244898,0.090176980095554,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0051736881005173,-0.0051141976073557,0.184331797235023
"XNLICIUVMPYHGG-UHFFFAOYSA-N",0.0714593901742077,-0.034864230640295,-0.009368162025749,-0.0265854333979507,-0.016318590169326,0.208437163056715,0.0492209466496554,NA,0.0775662691242698,0.0546167630529264,0.333080414313861,0.0543056454056767,NA,-0.00482367616648199,0.319754428848013,NA,NA,0.0465330991285728,NA,NA,NA,0.0154841684136353,NA,0.274466602563416,NA,NA,0.0495014614445386,0.329584551809818,NA,NA,NA,0.204048209114955,-0.087975346617501,NA,0.0135120485794227,NA,0.127241604830363,NA,0.0374314867357213,0.134047978806801,NA,0.129745777582618,NA,NA,NA,0.0766176232064941,-0.0160210752331288,0.326069884108585,NA,NA,NA,0.158204541580689,-0.0395143023893282,NA,NA,NA,0.0329468736659,NA,NA,NA,NA,NA,NA,0.083106570906009,0.026530612244898,0.096468397311523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105990783410138
"CATSNJVOTSVZJV-UHFFFAOYSA-N",0.0631782805393297,0.043580288300369,0.0405911770858222,-0.023631496353734,0.0248244280398357,0.153175526012164,-0.0195308847953812,0.113729891507669,0.128287826722596,0.0476990308956985,0.279661681671976,0.0162794867061254,0.263343289481283,0.275492248668106,0.261668661058528,0.0833333333333333,NA,0.141040052650988,NA,0.0426557531761565,0.063973063973064,-0.0305727290536663,0.299760191846523,0.32326110535144,0.45910400709785,0.0436121254237452,0.142152478990049,0.269653518625392,0.553063451259599,0.0576560703182358,-0.083141880943306,0.580698966813187,-0.012528859870379,0.153218694885362,0.0107140337124715,0.0766092412638256,0.0436025257839709,0.143964390063485,0.104381714099263,0.322616551993591,0.54708318222007,0.0659813910652243,NA,0.0449279302842067,0.22316223738205,0.0364407369975111,0.109570330975373,0.648349440593971,0.652299625484959,0.508363920171776,0.144927536231884,0.15387084401918,0.0393125225934141,-0.0043107742565844,0.0549751421479783,0.129353947196508,0.622802129879756,0.017107596075316,0.00381552827351658,-0.0270596180327584,0.448277744346959,NA,0.347358722358722,0.012646652094393,-0.026530612244898,0.08703127148757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12442396313364
"UHEPJGULSIKKTP-UHFFFAOYSA-N",-0.0418183988158106,NA,0.0118286081270768,NA,-0.012387328291343,0.0092293910635608,-0.0443615757088044,NA,0.123961913014854,0.0387034385289535,0.181808851842844,0.0228626666326997,0.440928710053672,0.153811672607178,0.175868162218752,NA,NA,0.137627060425682,NA,NA,NA,-0.0576474944137715,NA,-0.061803271358867,0.393939850809837,0.100218672195002,0.0299106867469766,0.246477784484664,NA,NA,NA,0.100343496167093,0.055930192198658,NA,0.0076287372985948,NA,0.0100341274829372,0.245700655961905,0.135203292619212,0.494100332555689,NA,0.254000001631188,NA,0.0020614390021013,NA,0.115868413976095,-0.0142747412464128,0.746722676989749,NA,0.386644044787013,NA,0.0985681335032635,-0.0311415088510875,-0.0228895107727069,NA,NA,0.694267625963106,NA,0.0340832722332774,-0.0523140564630577,0.0688056600027509,NA,NA,0.019873310434046,0.040816326530613,0.012582834431938,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006467110125646,0.0068189301431408,NA
"QSJXEFYPDANLFS-UHFFFAOYSA-N",NA,NA,NA,NA,0.192095702297148,0.0256697294783508,0.0223350162733044,0.0248784137673027,0.0117538669546254,0.163001102026721,0.268715015306163,0.0031630585690121,0.150160647979199,0.04131406886921,0.160471669900078,NA,NA,0.0681366176108043,NA,0.0154123574311791,0.021324354657688,-0.0155401959155796,NA,0.0486981492129584,0.616308679306578,0.290611757559354,0.0380275138496386,0.254284491768756,0.089905231267746,0.0475142007162061,NA,0.0852078292065478,-0.00797331332121501,0.0804944831320474,0.031169465828747,0.0518103234489868,0.317673194703795,NA,0.0417827161279451,0.13489562438248,0.166706737349004,0.0749341543518275,NA,0.0190728533853781,0.0262708077476588,0.017822484360455,0.103474732142375,0.304886907262623,0.18013962546294,NA,NA,0.05777483983515,0.0230236276759799,0.688787203689516,0.0051846483989991,0.0557338014890823,0.0808074080765968,-0.00965941926365099,0.00473808763291888,-0.0135817235919941,0.0316346775343928,NA,0.0730958230958231,0.113819868849534,0.410204081632653,0.073399867519637,-0.0398443183647953,-0.0692281549468353,0.530365697188014,-0.0023576846853004,-0.0063583360344437,-0.045468271023976,0.00521162282777519,0.660976944653486,0.549428687755344,NA,NA,0.0783410138248852
"ROWKJAVDOGWPAT-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,-0.0343440970825279,NA,0.189089019529916,0.0949787294395796,0.587190983889231,-0.0184248338374662,NA,0.356827727371324,0.111553222713515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00162677800233644,0.241072194176627,NA,NA,NA,0.048779943792658,0.214285714285715,0.067108450303668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LABTWGUMFABVFG-ARJAWSKDSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0020733967139848,0.170279356546541,NA,0.312029470392049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765971758638841,NA,NA,NA,NA,NA,NA,-0.00791038928645701,NA,NA,NA,NA,NA,NA,NA,0.436166857599685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347519819062783,NA,NA,NA,NA,-0.00162677800233644,0.26202474323061,NA,NA,0.248464373464373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QQZOPKMRPOGIEB-UHFFFAOYSA-N",0.0604179106610377,0.047938317130406,0.0631070140491774,0.0177236222653005,0.0583172289893194,0.317813360365724,-0.0120640833304764,NA,NA,NA,NA,0.101636067706255,0.130201388157088,-0.000121696836553095,0.320165732611381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15281611088522,NA,NA,NA,NA,NA,NA,-0.070913046378538,NA,NA,NA,NA,NA,NA,NA,0.618051134101032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0161767671014158,NA,NA,NA,0.076245870175366,NA,0.242645887100571,NA,NA,0.261670761670762,0.046973279207744,0.018367346938776,0.052428476799741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216589861751152
"PFCHFHIRKBAQGU-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0148755878293655,0.0875032440635048,-0.0346973060628719,0.319429639522804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847295247066636,NA,NA,NA,NA,NA,NA,-0.131262974072433,NA,NA,NA,NA,NA,NA,NA,0.0593855783594969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336907934114559,NA,NA,NA,NA,NA,0.250913932122995,NA,NA,0.248464373464373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JHIVVAPYMSGYDF-UHFFFAOYSA-N",-0.0128173255396861,0.039222259470332,-0.012580628815619,-0.0384011815748177,-0.0136660810969864,0.637321637671581,0.0558496036438024,0.0248784137673027,0.0744113732108548,0.0381729050846638,0.0744141284280349,-0.0055422057095462,0.0410606013751018,0.062519391341592,-0.0804529428182395,NA,NA,0.144066038628935,NA,0.0018492911084434,0.0383838383838384,-0.0116918180642887,0.407282869356689,0.605523723997891,0.171231615614139,0.0430782278175957,0.370323208153338,0.0699181560245124,0.15854716275714,0.0441335994708913,-0.0858597743056854,-0.0298352652285357,-0.00394548262597799,0.0316952960786726,0.0027039245177641,0.0713192631878602,-0.0077463147914401,0.0432995178068104,NA,NA,0.294281182471329,0.0146535531468703,NA,-0.000829026891281202,0.23251946728624,0.0017417101118881,NA,0.0492318269981676,0.0618959530960407,-0.00120563862416129,0.760869565217391,NA,NA,-0.0212421774441925,-0.0154284131920362,0.0343994391256986,0.0667196148711483,0.177659818471106,-0.00271333826964997,-0.045987632974663,-0.0116343616088414,NA,0.223587223587224,0.052393272962484,0.024489795918368,0.041942781439793,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0025868440502587,0.0017047325357852,0.152073732718894
"ZPVFWPFBNIEHGJ-UHFFFAOYSA-N",0.0162519926083566,0,0.0138938700837438,0.0147696852210837,0.0583172289893194,0.293017848741218,-0.0183334372538362,NA,NA,NA,NA,0.22556015198607,0.336286256092818,0.341105411339269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0487049580506489,NA,NA,NA,NA,NA,NA,-0.051241042299094,NA,NA,NA,NA,NA,NA,NA,0.296408353953525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0209978000387694,NA,NA,NA,NA,NA,0.24100428978377,NA,NA,0.446867321867322,0.032519962528438,0.014285714285715,0.109051231743461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0921658986175112
"VKCYHJWLYTUGCC-UHFFFAOYSA-N",0.0714593901742077,0.0261481729802213,-0.009368162025749,0.0177236222653005,0.153741277079074,0.379938836315078,-0.0130041739108334,NA,NA,0.105573760822245,NA,0.0774051015062907,0.155072152221194,-0.0482926924587923,0.108806371828419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0200453495055888,NA,NA,NA,NA,NA,NA,-0.075701894806228,NA,NA,NA,NA,NA,NA,NA,0.14167576463227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0216636530107181,NA,NA,NA,NA,NA,-0.0535465040671049,NA,NA,0.499385749385749,0.121046527189187,0.016326530612245,0.11324550988744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NGAZZOYFWWSOGK-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0346973060628719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0783410138248852
"WRMNZCZEMHIOCP-UHFFFAOYSA-N",NA,NA,NA,NA,-0.0246752366159715,0.363807804373181,-0.0078938441831394,NA,0.0058228794782554,0.0582912066699662,0.0637512179006839,0.0141245061038968,0.123774819390855,0.025927260100117,0.0841131359200775,NA,NA,-0.0042925808537571,NA,NA,NA,0.0761857039009938,NA,0.361739250127156,NA,0.0337393266075451,0.106326257574898,0.0033293115062998,NA,NA,NA,0.0091092184828885,-0.048028458296584,NA,0.0896236979106974,NA,-0.0080004572558094,NA,-0.0207493834208671,0.496788994264962,0.832254239773801,0.155175430181218,NA,0.173605595918632,NA,0.0553169509110004,0.0108720357696846,0.00597244487116989,NA,NA,NA,0.0270809498476815,0.0082196608007975,-0.0150112737363961,NA,NA,-0.0104584197829946,NA,-0.00162677800233644,0.239168713635821,NA,NA,0.47051597051597,0.084913235490922,0.026530612244898,0.041942781439793,-0.006951413654374,-0.14352693772294,-0.0268986697083584,-0.0013326043873437,-0.017949217932644,-0.047093515832066,-0.0401763728045952,0.335773414517343,0.0376768232493357,NA,NA,0.0322580645161292
"WVDDGKGOMKODPV-UHFFFAOYSA-N",0.0521368010261597,0.061012403620516,-0.0172016634870234,-0.0324933074863842,-0.0108893239769792,0.153300833490019,0.0662377860311274,NA,-0.0080995943855817,0.0577218848022331,0.10128338398372,0.0481571379139937,0.136209437990593,-0.0146452143043221,0.0755875108375225,NA,NA,-0.0107314521343929,NA,NA,NA,0.0903253912222928,NA,0.122607153544741,NA,0.0457363519454369,0.182008667391317,-0.0122922186291564,NA,NA,NA,0.0062102055743676,-0.058171528924564,NA,0.234518535118944,NA,0.023885776807491,NA,-0.0129622921278229,0.212056460725465,0.636362155275184,0.0397594953072294,NA,NA,NA,0.0492310445408593,-0.009035739286265,0.00259497507696529,NA,NA,NA,0.0742443454378335,0.0020047392768156,-0.0235435150298966,NA,NA,0.0045766213504959,NA,NA,0.239493944053409,NA,NA,0.278869778869779,0.079493241736183,-0.053061224489795,-0.0262142383998704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0460829493087562
"OSWPMRLSEDHDFF-UHFFFAOYSA-N",NA,NA,NA,NA,NA,-0.044663894431287,-0.0154510592972504,0.10662177328844,0.0105014654631774,0.0536961350231714,0.0414231856008849,0.753420048578451,0.0696593043736498,0.014594421707553,0.0255627395759975,0.0289855072463768,NA,0.0051932150759828,NA,0.0767010015689646,0.0383838383838384,-0.025222303817258,NA,-0.0330611843028208,0.0315420342755638,0.0156272265677781,0.0712977953518826,0.0478079957476673,-0.00866147299082981,-0.0066368004893891,NA,-0.0322477696293688,0.048856950655207,0.00453058372531959,0.0497932808346398,0.0391657270524899,-0.0022853101063404,NA,-0.0512613009782501,0.0388425699778376,0.0267161507758074,0.0240116823588596,NA,0.467652508689091,-0.0128166788424219,0.0149179225845248,-0.0075543159830507,0.009448347277766,0.0212800322551803,NA,NA,0.0184819807946949,-0.0145890665912637,-0.0026767822165234,0.0274955065426761,0.0827768711326075,0.0337041483411907,0.023069063772577,0.0012689313704613,0.0216530973158194,0.0143018996159152,NA,0.544533169533169,0.037939956283178,0.012244897959184,0.096468397311523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0138248847926267
"QPJVMBTYPHYUOC-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA,-0.0225359484667295,NA,0.0034746879543212,0.0088948206712026,0.136564833578502,0.631768615535919,NA,-0.0226995192196904,0.0826147188933965,NA,NA,-0.0128777425612715,NA,NA,NA,-0.0586782152285,NA,-0.0661951849435821,NA,NA,-0.014058020973449,0.163083536481577,NA,NA,NA,0.0943711334774158,-0.00990954360249902,NA,0.0352974778441148,NA,-0.0147076081040533,NA,-0.0067364459174812,0.459147730335125,NA,0.0087050559328732,NA,0.277744147869495,NA,0.0735746700214241,0.0143468816740878,0.0363168091454736,NA,NA,NA,0.134544426458134,-0.0187116658031238,NA,NA,NA,0.702159043595634,NA,NA,0.241956674456805,NA,NA,NA,0.088526564660749,0.00612244897959199,0.075497006591627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
