bodyid,pre,post,upstream,downstream,status,name,voxels,soma,side,connectivity.type,cell.type,class,cellBodyFiber,glomerulus,layer,ct.layer,axon.outputs,dend.outputs,axon.inputs,dend.inputs,total.length,axon.length,dend.length,pd.length,segregation_index,is_canonical,across_dataset_cluster,notes
1693486219,279,420,420,1966,Traced,M_lPNm13_R,535779538,True,right,M_lPNm13,M_lPNm13,mPN,AVM02,mPN,2.307,2.0,1766.0,162.0,94.0,317.0,1767.51707472376,513.9312781797499,735.542846468486,194.26742400497398,0.37580157186713703,False,87,
1912435859,176,371,371,1144,Traced,M_lvPNm47_R,342733079,False,right,M_lvPNm47,M_lvPNm47,mPN,AVM06,mPN,3.227,3.0,834.0,236.0,206.0,144.0,1362.40858463864,383.79376324234903,403.827105746928,299.79491105187304,0.0292495818221343,False,59,
1411784734,426,798,798,4053,Traced,M_lvPNm25_R,794116958,True,right,M_lvPNm25,M_lvPNm25,mPN,AVM06,mPN,2.251,2.0,3855.0,5.0,86.0,687.0,2719.30040896535,434.267368911527,1565.31984999595,261.944324539572,0.78761690364192,False,80,
5812992942,178,314,314,1149,Traced,M_lvPNm37_R,422173388,True,right,M_lvPNm37,M_lvPNm37,mPN,AVM06,mPN,2.104,2.0,1127.0,22.0,83.0,229.0,1400.42527144206,519.8828839852749,434.399804390146,208.13754035569198,0.50238237109569,False,55,
1856820042,163,390,390,989,Traced,M_lvPNm47_R,427729564,True,right,M_lvPNm47,M_lvPNm47,mPN,AVM06,mPN,3.23,3.0,621.0,287.0,200.0,156.0,1350.3884056188401,312.047947056337,499.711907109939,292.331473737574,0.0109483435208204,False,60,
1670597454,246,433,433,1944,Traced,M_lvPNm35_R,479729689,True,right,M_lvPNm35,M_lvPNm35,mPN,AVM06,mPN,2.296,2.0,1694.0,184.0,73.0,349.0,1537.11547351478,363.091616011602,660.000512006427,216.43726983269198,0.40927753583054105,False,54,
1827861966,349,1129,1129,2345,Traced,M_lPNm11D_R,541320572,True,right,M_lPNm11D,M_lPNm11D,mPN,AVM02,mPN,2.593,3.0,1409.0,889.0,432.0,683.0,1551.4291843659,592.93735821485,660.1728865475869,46.2587177938289,0.035814694309568,False,89,AL-mPN4 (Tanaka et al. JCN 2012) no projection down to PLP
1730656082,319,707,707,3039,Traced,M_lvPNm26_R,610981256,True,right,M_lvPNm26,M_lvPNm26,mPN,AVM06,mPN,2.478,3.0,2953.0,14.0,127.0,566.0,1788.74477191957,436.30684097809404,846.5239590393401,254.054110710869,0.6648542186392149,False,65,
1825085656,373,1290,1290,2191,Traced,M_lPNm11D_R,576557541,True,right,M_lPNm11D,M_lPNm11D,mPN,AVM02,mPN,2.537,3.0,1010.0,1143.0,254.0,1024.0,1894.9204423368399,450.25914153260396,1105.9193916156698,61.385015764327605,0.0584547735105194,False,89,AL-mPN4 (Tanaka et al. JCN 2012) no projection down to PLP
329599710,247,285,285,2052,Traced,M_lvPNm32_R,343478957,False,right,M_lvPNm32,M_lvPNm32,mPN,AVM06,mPN,2.6830000000000003,3.0,1722.0,297.0,85.0,184.0,1715.8678247735502,451.73258016523806,708.9766668767239,288.828960130449,0.19988630172254,False,53,
1857148391,362,1280,1280,2325,Traced,M_lPNm11D_R,546540495,True,right,M_lPNm11D,M_lPNm11D,mPN,AVM02,mPN,2.559,3.0,1212.0,1073.0,362.0,904.0,1635.3446940823499,492.978278563076,823.544366589334,45.5236875536267,0.0437365989125893,False,89,AL-mPN4 (Tanaka et al. JCN 2012) no projection down to PLP
1856833015,273,523,523,2156,Traced,M_lPNm12_R,564166703,True,right,M_lPNm12,M_lPNm12,mPN,AVM02,mPN,2.7039999999999997,3.0,1827.0,287.0,133.0,359.0,1905.21814153844,653.988008745738,729.617429507437,190.996547448153,0.26342380294108,False,86,
1759999022,225,373,373,1733,Traced,M_lvPNm33_R,465342930,True,right,M_lvPNm33,M_lvPNm33,mPN,AVM06,mPN,2.4619999999999997,2.0,1430.0,269.0,91.0,269.0,1624.09130034858,390.385713615492,694.234516287235,252.94121244381,0.248235866265365,False,53,
1670973150,311,675,675,2487,Traced,M_lvPNm27_R,557489487,True,right,M_lvPNm27,M_lvPNm27,mPN,AVM06,mPN,2.344,2.0,1839.0,626.0,83.0,581.0,2219.1473915246697,444.996077204019,1190.9619581233098,244.730818067306,0.271752224687648,False,81,
5813069532,262,391,391,2170,Traced,M_lvPNm34_R,501592898,True,right,M_lvPNm34,M_lvPNm34,mPN,AVM06,mPN,2.3569999999999998,2.0,1750.0,420.0,95.0,283.0,1729.58237061852,458.383128257706,739.541648176384,246.677005192258,0.20713963935446603,False,81,
1723506321,957,1888,1888,9537,Traced,M_l2PNm14_R,1789070068,True,right,M_l2PNm14,M_l2PNm14,mPN,AVM03,mPN,2.4290000000000003,2.0,9190.0,256.0,682.0,1186.0,4874.5932908369705,1471.3992074603,2323.47352853033,219.679545457024,0.37764352589332,False,166,
5901194556,176,256,256,1314,Traced,M_lvPNm37_R,405048506,True,right,M_lvPNm37,M_lvPNm37,mPN,AVM06,mPN,2.116,2.0,1189.0,34.0,63.0,189.0,1324.03214542906,390.89421790112,467.045809229993,234.064496548334,0.48854532223290703,False,54,
977866721,234,594,594,1854,Traced,M_vPNml65_R,505595429,False,right,M_vPNml65,M_vPNml65,mPN,AVM04,mPN,2.63,2.0,1577.0,193.0,123.0,464.0,1674.70865389303,313.074303724909,880.2623537496471,218.023372431702,0.36560980452789393,False,152,
636418270,175,204,204,1916,Traced,M_vPNml58_R,427085893,False,right,M_vPNml58,M_vPNml58,mPN,AVM04,mPN,2.12,2.0,1834.0,0.0,37.0,156.0,1241.72526972429,294.05716491054903,396.375468611294,265.142280562101,0.714773780306539,False,104,
634707780,175,257,257,1980,Traced,M_vPNml58_R,442376420,False,right,M_vPNml58,M_vPNml58,mPN,AVM04,mPN,2.0909999999999997,2.0,1901.0,0.0,38.0,212.0,1228.9537327626101,355.04257054084997,370.469592596353,274.056970411519,0.757993601043202,False,104,
1857143769,318,2085,2085,2931,Traced,M_vPNml63_R,1002120524,True,right,M_vPNml63,M_vPNml63,mPN,AVM04,mPN,2.113,2.0,1978.0,787.0,69.0,2013.0,2685.01297106462,232.28452136902803,1718.52114750387,217.11980703685398,0.40664712522630103,False,145,
886812643,438,785,785,4923,Traced,M_vPNml55_R,972156481,True,right,M_vPNml55,M_vPNml55,mPN,AVM04,mPN,2.9,3.0,4656.0,185.0,79.0,701.0,2089.778407575,625.095023477793,844.504424375141,223.865025045583,0.622000554266931,False,162,
1099911913,269,1476,1476,2177,Traced,M_vPNml64_R,907909169,True,right,M_vPNml64,M_vPNml64,mPN,AVM04,mPN,2.093,2.0,1618.0,483.0,78.0,1391.0,2232.84425430107,222.96744760872102,1349.63971630672,219.72551012721297,0.426946549958417,False,145,
1322012611,276,792,792,2076,Traced,M_vPNml64_R,886564530,True,right,M_vPNml64,M_vPNml64,mPN,AVM04,mPN,2.136,2.0,1531.0,492.0,62.0,726.0,1954.3658134027698,259.090148554284,1045.35464719307,216.351635097355,0.350179591737672,False,145,
542665377,327,588,588,3168,Traced,M_vPNml79_R,839685331,True,right,M_vPNml79,M_vPNml79,mPN,AVM04,mPN,2.928,3.0,3147.0,11.0,291.0,291.0,1935.3941659718698,888.5185901910471,525.685090840431,231.41932532969201,0.35424036668296,False,123,
667823920,159,312,312,1733,Traced,M_vPNml56_R,590254602,True,right,M_vPNml56,M_vPNml56,mPN,AVM04,mPN,2.1180000000000003,2.0,1714.0,0.0,30.0,280.0,1247.3613356267301,308.593845737663,501.52226424913596,218.69679605679798,0.825034441545632,False,104,
5813041247,279,544,544,2271,Traced,M_vPNml65_R,547203212,False,right,M_vPNml65,M_vPNml65,mPN,AVM04,mPN,2.238,2.0,1841.0,288.0,113.0,426.0,1608.87333671771,336.699836337799,791.856340990574,216.342534293724,0.319765528408649,False,152,
823037476,172,734,734,1740,Traced,M_vPNml52_R,589795316,True,right,M_vPNml52,M_vPNml52,mPN,AVM04,mPN,2.3209999999999997,2.0,1613.0,116.0,138.0,587.0,1845.6848394072101,330.173611129819,1025.8257946530198,190.23559298518902,0.464306610530704,False,149,
1447205602,177,319,319,1685,Traced,M_vPNml83_R,533392854,True,right,M_vPNml83,M_vPNml83,mPN,AVM04,mPN,2.92,3.0,1643.0,0.0,49.0,266.0,1520.7682713411402,473.652240177828,618.176612893384,225.39050182318297,0.7431644995602521,False,128,
5812996003,130,422,422,1383,Traced,M_vPNml72_R,518274162,True,right,M_vPNml72,M_vPNml72,mPN,AVM04,mPN,2.447,2.0,1348.0,20.0,131.0,289.0,1309.5080917229302,248.796373126889,550.17833993658,223.50624258672997,0.46994067297622294,False,141,
2383731281,233,720,720,2230,Traced,M_vPNml51_R,532134742,False,right,M_vPNml51,M_vPNml51,mPN,AVM04,mPN,2.698,3.0,2067.0,137.0,219.0,495.0,1738.9797553588,416.879503027284,910.344299272787,186.93711102073001,0.35193702243010105,False,150,
1415829574,121,653,653,1243,Traced,M_vPNml72_R,472447161,True,right,M_vPNml72,M_vPNml72,mPN,AVM04,mPN,2.388,2.0,1193.0,27.0,131.0,513.0,1575.8840898902401,261.68050244512403,804.53780633845,198.90593194882098,0.55514085864945,False,149,
882353566,207,294,294,2296,Traced,M_vPNml68_R,447743588,True,right,M_vPNml68,M_vPNml68,mPN,AVM04,mPN,2.799,3.0,2272.0,5.0,47.0,242.0,1169.8273582702,250.18517834131902,438.765349218731,240.31621773356602,0.718532510223106,False,140,
1539978151,152,306,306,1782,Traced,M_vPNml76_R,440104775,True,right,M_vPNml76,M_vPNml76,mPN,AVM04,mPN,2.593,3.0,1765.0,9.0,20.0,284.0,1211.18989859987,231.82384066842602,506.81469506485803,232.64524218115398,0.8266623923158221,False,140,
1701325725,152,294,294,1507,Traced,M_vPNml73_R,440695294,True,right,M_vPNml73,M_vPNml73,mPN,AVM04,mPN,2.734,3.0,1492.0,0.0,82.0,202.0,1079.49992400912,237.506955196255,394.442522436086,236.454908359236,0.587352586110635,False,143,
5813013823,176,268,268,1617,Traced,M_vPNml87_R,462279078,True,right,M_vPNml87,M_vPNml87,mPN,AVM04,mPN,2.878,3.0,1575.0,0.0,48.0,218.0,1432.5029613374697,470.934374775655,518.872864265629,213.102489848699,0.7155591895026121,False,129,
5813014622,92,208,208,995,Traced,M_vPNml82_R,419419085,True,right,M_vPNml82,M_vPNml82,mPN,AVM04,mPN,2.8289999999999997,3.0,981.0,3.0,81.0,119.0,1008.76904028254,300.387034165027,308.359287549578,230.07161279915297,0.441437183569997,False,126,
5813008771,119,299,299,1055,Traced,M_vPNml53_R,422044220,True,right,M_vPNml53,M_vPNml53,mPN,AVM04,mPN,2.377,2.0,946.0,5.0,121.0,154.0,1495.56946340409,456.30596648064795,365.43627649978697,348.84643779277803,0.3878746674384529,False,137,
294792184,92,344,344,730,Traced,M_vPNml53_R,420662445,True,right,M_vPNml53,M_vPNml53,mPN,AVM04,mPN,2.506,2.0,599.0,3.0,155.0,164.0,1514.45593571941,446.24610042418703,425.85740513100603,348.989287481985,0.330047461395189,False,137,
1570685257,125,328,328,1193,Traced,M_vPNml72_R,421073985,True,right,M_vPNml72,M_vPNml72,mPN,AVM04,mPN,2.541,2.0,1136.0,3.0,80.0,241.0,1102.55485778253,248.984640459462,460.695448795447,220.557588552482,0.595349281343848,False,144,
1069929827,180,235,235,1887,Traced,M_vPNml57_R,425539081,True,right,M_vPNml57,M_vPNml57,mPN,AVM04,mPN,2.443,2.0,1812.0,0.0,25.0,206.0,1283.41985045747,364.812122561978,470.55436306656304,241.830491146095,0.8165533613494499,False,164,
697145036,147,161,161,1463,Traced,M_vPNml83_R,408017927,True,right,M_vPNml83,M_vPNml83,mPN,AVM04,mPN,2.877,3.0,1440.0,0.0,46.0,111.0,1091.3390860258198,368.985263608209,341.99244388849996,226.430247971721,0.600272725044391,False,108,
573669915,124,248,248,1165,Traced,M_vPNml83_R,419318308,True,right,M_vPNml83,M_vPNml83,mPN,AVM04,mPN,3.002,3.0,1135.0,5.0,58.0,187.0,1224.50845231904,337.748505553667,524.86949935808,224.326711924416,0.6052682814367779,False,113,
5813071369,157,435,435,1632,Traced,M_vPNml76_R,375807234,True,right,M_vPNml76,M_vPNml76,mPN,AVM04,mPN,2.71,3.0,1595.0,28.0,23.0,410.0,1295.50093657852,222.12705585075,590.787723707428,218.97982499571097,0.787637430816897,False,140,
727855437,174,287,287,1935,Traced,M_vPNml71_R,371277141,False,right,M_vPNml71,M_vPNml71,mPN,AVM04,mPN,2.799,3.0,1881.0,0.0,64.0,201.0,1171.89196132901,260.460252702166,434.483337987134,250.633693952836,0.649165802364963,False,142,
1570685132,149,322,322,1676,Traced,M_vPNml76_R,357504944,True,right,M_vPNml76,M_vPNml76,mPN,AVM04,mPN,2.8539999999999996,3.0,1636.0,0.0,18.0,302.0,1201.5794198868,192.64217802368,530.439107252009,211.66793481289102,0.8861002252376708,False,161,
634379734,157,117,117,1651,Traced,M_vPNml88_R,359573549,True,right,M_vPNml88,M_vPNml88,mPN,AVM04,mPN,2.544,3.0,1371.0,0.0,31.0,84.0,984.035424971917,324.761474132627,196.290206144305,253.39770678176004,0.632284614438293,False,110,
572663539,218,268,268,2139,Traced,M_vPNml87_R,361269017,False,right,M_vPNml87,M_vPNml87,mPN,AVM04,mPN,3.0260000000000002,3.0,2119.0,0.0,58.0,209.0,1371.55955588144,512.12360097827,443.872655813281,210.18714658242803,0.6801306638764449,False,118,
1322353714,90,247,247,860,Traced,M_vPNml66_R,340892539,True,right,M_vPNml66,M_vPNml66,mPN,AVM04,mPN,2.805,3.0,829.0,10.0,41.0,204.0,988.1813181454739,162.49755399484,405.245891919232,213.37415407504102,0.644978011021849,False,132,
1322353841,168,234,234,1640,Traced,M_vPNml77_R,317561178,False,right,M_vPNml77,M_vPNml77,mPN,AVM04,mPN,2.931,3.0,1537.0,4.0,29.0,205.0,1098.71829787452,208.14626573929502,479.82557208863,216.58912215054698,0.7627185642763442,False,130,
604726283,171,229,229,1693,Traced,M_vPNml77_R,334092380,False,right,M_vPNml77,M_vPNml77,mPN,AVM04,mPN,2.927,3.0,1673.0,0.0,25.0,202.0,1157.75240840466,348.483315575153,438.07709653272303,209.97338847709702,0.81260021550117,False,134,
1037518512,136,487,487,1503,Traced,M_vPNml67_R,309960926,False,right,M_vPNml67,M_vPNml67,mPN,AVM04,mPN,2.302,2.0,1419.0,5.0,62.0,397.0,1123.3125922322,237.943544438615,432.59644174436005,265.885092682855,0.7281103110824799,False,123,
1447205712,186,174,174,1888,Traced,M_vPNml77_R,302985952,False,right,M_vPNml77,M_vPNml77,mPN,AVM04,mPN,2.9339999999999997,3.0,1846.0,0.0,26.0,143.0,987.7613382589669,252.22955310623797,370.52072588587197,211.58571529276298,0.764003833382218,False,134,
542311358,147,99,99,1332,Traced,M_vPNml69_R,335750142,True,right,M_vPNml69,M_vPNml69,mPN,AVM04,mPN,2.8710000000000004,3.0,1255.0,2.0,37.0,55.0,1053.8989835932302,381.49198098506105,258.60110750294996,229.933431900344,0.474178907620178,False,154,
1570685224,142,208,208,1407,Traced,M_vPNml53_R,309059315,False,right,M_vPNml53,M_vPNml53,mPN,AVM04,mPN,2.55,2.0,1340.0,0.0,122.0,75.0,1304.3527100715198,561.547630795161,155.85606311378598,353.0986083087,0.286754009529393,False,137,
1322353824,130,162,162,1307,Traced,M_vPNml75_R,266069795,False,right,M_vPNml75,M_vPNml75,mPN,AVM04,mPN,2.7760000000000002,3.0,1281.0,0.0,22.0,120.0,951.351258937397,176.33492432328097,298.539764547682,241.54103517766498,0.758398958540397,False,130,
603349484,169,127,127,1565,Traced,M_vPNml85_R,252666202,False,right,M_vPNml85,M_vPNml85,mPN,AVM04,mPN,3.011,3.0,1491.0,0.0,69.0,54.0,898.5383933886279,292.00556897694497,176.178769056834,260.79479509228696,0.35004872906003803,False,116,
635407942,165,136,136,1495,Traced,M_vPNml85_R,259188554,False,right,M_vPNml85,M_vPNml85,mPN,AVM04,mPN,3.115,3.0,1285.0,42.0,65.0,61.0,867.2046837712579,305.088258747795,111.002175305026,292.312727009766,0.229284253703934,False,115,
760250272,89,166,166,884,Traced,M_vPNml84_R,228931677,False,right,M_vPNml84,M_vPNml84,mPN,AVM04,mPN,2.9010000000000002,3.0,784.0,0.0,77.0,82.0,927.286100373789,227.709393497964,267.700252455608,251.530598351064,0.39378369764402205,False,111,
5813071409,102,236,236,1044,Traced,M_vPNml66_R,239405104,False,right,M_vPNml66,M_vPNml66,mPN,AVM04,mPN,3.1319999999999997,3.0,992.0,32.0,34.0,197.0,1051.4454610099401,159.239384016961,517.236298690157,210.009630363885,0.5963402675627081,False,130,
1570685033,100,233,233,935,Traced,M_vPNml54_R,250252093,False,right,M_vPNml54,M_vPNml54,mPN,AVM04,mPN,2.121,2.0,886.0,5.0,72.0,150.0,1271.3039753170199,476.70347971238294,337.602117402155,238.09618953947202,0.500712357415639,False,147,
761938645,133,363,363,1463,Traced,M_vPNml67_R,239105581,False,right,M_vPNml67,M_vPNml67,mPN,AVM04,mPN,2.286,2.0,1456.0,0.0,50.0,312.0,1238.76832012217,343.461228415358,491.08122865188795,220.404893943706,0.7582171810039449,False,123,
605050789,97,179,179,901,Traced,M_vPNml84_R,223714949,False,right,M_vPNml84,M_vPNml84,mPN,AVM04,mPN,2.7910000000000004,3.0,831.0,0.0,77.0,96.0,993.6460835023739,255.06685405252102,316.188370321595,246.32055723861902,0.4285891723241311,False,111,
610274046,808,6320,6320,8051,Traced,M_vPNml50_R,2169143216,False,right,M_vPNml50,M_vPNml50,mPN,AVM04,mPN,3.037,3.0,7868.0,178.0,351.0,5959.0,8258.22794387553,896.283376963565,6224.4925931355,213.731545971516,0.770881046465032,False,153,
637462647,110,430,430,1039,Traced,M_vPNml80_R,221290103,False,right,M_vPNml80,M_vPNml80,mPN,AVM04,mPN,2.272,2.0,1024.0,2.0,60.0,368.0,1396.62409784708,382.40082188388396,610.316999798438,226.701659444259,0.7226458433024499,False,106,
792616185,178,250,250,1986,Traced,M_vPNml59_R,420397246,False,right,M_vPNml59,M_vPNml59,mPN,AVM04,mPN,2.439,2.0,1754.0,0.0,16.0,233.0,1094.07356421239,231.153668924021,383.000723764919,267.533336434531,0.878687589858775,False,158,
5813034081,185,241,241,1921,Traced,M_vPNml58_R,561954418,True,right,M_vPNml58,M_vPNml58,mPN,AVM04,mPN,2.11,2.0,1886.0,0.0,33.0,205.0,1278.62974072687,380.860098590402,367.00053212775396,251.250113611591,0.77613430569786,False,105,
1694850602,156,52,52,1759,Traced,M_vPNml89_R,315897233,True,right,M_vPNml89,M_vPNml89,mPN,AVM04,mPN,3.1689999999999996,3.0,1530.0,0.0,12.0,35.0,901.582977530903,282.10801816622796,126.40498173776699,249.56379623576802,0.667828330794407,False,110,
1570684665,114,145,145,1080,Traced,M_vPNml54_R,231778987,False,right,M_vPNml54,M_vPNml54,mPN,AVM04,mPN,2.211,2.0,1025.0,25.0,53.0,83.0,1163.47878570221,465.695671500105,272.855789040137,240.60939391169998,0.36135500718266206,False,147,
1571025824,123,162,162,1055,Traced,M_vPNml86_R,203621018,False,right,M_vPNml86,M_vPNml86,mPN,AVM04,mPN,2.987,3.0,939.0,95.0,107.0,53.0,1073.7987176653999,365.878284320849,220.64358908682598,256.618256202168,0.0606466499920987,False,127,
5813054911,114,256,256,945,Traced,M_vPNml74_R,181830304,False,right,M_vPNml74,M_vPNml74,mPN,AVM04,mPN,2.715,3.0,767.0,153.0,21.0,228.0,947.017346841154,134.41199288326598,419.396734703178,225.145940946362,0.41612001227272705,False,122,
760264077,91,95,95,747,Traced,M_vPNml74_R,179003934,False,right,M_vPNml74,M_vPNml74,mPN,AVM04,mPN,3.073,3.0,732.0,8.0,19.0,74.0,744.689436032698,152.630971489612,206.029205251656,224.97353810099997,0.6060564521670699,False,114,
1819326555,115,34,34,1269,Traced,M_vPNml89_R,172110324,False,right,M_vPNml89,M_vPNml89,mPN,AVM04,mPN,2.0,3.0,1242.0,0.0,11.0,10.0,688.387263710365,228.168987759153,111.325180870973,254.36044679551003,0.410035862985627,False,110,
729219639,86,88,88,733,Traced,M_vPNml74_R,160505518,False,right,M_vPNml74,M_vPNml74,mPN,AVM04,mPN,3.08,3.0,657.0,63.0,19.0,65.0,766.876677783164,146.519909362923,225.751644960373,220.595540541241,0.34877937316752,False,114,
610274029,754,5673,5673,7505,Traced,M_vPNml50_R,2530060491,True,right,M_vPNml50,M_vPNml50,mPN,AVM04,mPN,3.085,3.0,7426.0,77.0,363.0,5305.0,7570.474103817141,912.7194863434779,5645.85949582864,190.25220107193803,0.792154915644377,False,153,
5812995298,243,342,342,1719,Traced,M_lvPNm35_R,442504635,True,right,M_lvPNm35,M_lvPNm35,mPN,AVM06,mPN,2.416,2.0,1422.0,203.0,37.0,296.0,1471.87660307166,337.921871371418,661.554591866833,215.218306732633,0.429185800851973,False,54,
1415825344,311,1481,1481,3311,Traced,M_vPNml63_R,902164861,True,right,M_vPNml63,M_vPNml63,mPN,AVM04,mPN,2.34,2.0,2624.0,606.0,95.0,1380.0,2469.66671582385,295.20404465033,1454.45945055501,213.720701470337,0.44165526431369795,False,145,
1888213190,181,760,760,1324,Traced,M_adPNm4_R,432662529,False,right,M_adPNm4,M_adPNm4,mPN,AVM01,mPN,2.178,2.0,1094.0,230.0,158.0,597.0,1650.62874542641,373.74805621371496,811.037355901919,207.19627543331,0.292667321051846,False,35,
731690040,643,519,519,5403,Traced,M_spPN5t10_L,1510951202,True,right,M_spPN5t10,M_spPN5t10,mPN,,mPN,4.649,4.0,3455.0,974.0,305.0,112.0,1912.3284165749699,743.066244918859,196.59540295623,129.513058020275,0.00175646391798534,False,193,
1733370882,282,1682,1682,1126,Traced,M_spPN5t10_R,1538731710,True,right,M_spPN5t10,M_spPN5t10,mPN,PVM01,mPN,2.705,4.0,827.0,253.0,1198.0,402.0,4021.7085606649603,2149.06750026067,734.9105152745799,61.4562234323518,0.00027981892545214703,False,192,
1825440160,128,4889,4889,609,Traced,MZ_lv2PN_R,1897237679,False,right,MZ_lv2PN,MZ_lv2PN,mPN,,mPN,2.174,2.0,156.0,452.0,847.0,4038.0,4949.8802179882505,858.056254177774,3313.96409893574,37.1739171906693,0.0060637572227577605,False,194,AL-lPN4 (Tanaka et al. JCN 2012)
481268653,146,58,58,1614,Traced,M_vPNml89_R,265085609,False,right,M_vPNml89,M_vPNml89,mPN,AVM04,mPN,4.3,3.0,1467.0,0.0,26.0,28.0,803.616562837052,297.802816365506,102.12506152521999,254.561262340392,0.438106090053896,False,110,
5812982656,1001,2005,2005,10528,Traced,M_smPN6t2_L,2186187602,True,right,M_smPN6t2,M_smPN6t2,mPN,AVM19,mPN,2.715,3.0,10331.0,17.0,914.0,1054.0,5115.4492664789595,1879.8615389375,2136.6973557012197,188.934908491339,0.39802835170998996,False,191,
1702306047,490,1340,1340,4312,Traced,M_ilPN8t91_R,590152642,False,right,M_ilPN8t91,M_ilPN8t91,mPN,,mPN,3.043,3.0,3917.0,344.0,89.0,1238.0,3085.9576756627002,415.708992516259,2212.7549904931698,119.681276154992,0.590199414992724,False,2,
1661769627,689,2063,2063,5117,Traced,M_l2PN3t18_R,1311403503,True,right,M_l2PN3t18,M_l2PN3t18,mPN,AVM03,mPN,2.443,2.0,4401.0,550.0,332.0,1706.0,3393.5447291527803,501.601986590467,2027.9918701775898,245.45494762275501,0.417963310416316,False,177,
1755556277,689,2069,2069,5039,Traced,M_l2PN3t18_R,1336855424,True,right,M_l2PN3t18,M_l2PN3t18,mPN,AVM03,mPN,2.4619999999999997,2.0,4548.0,323.0,372.0,1671.0,3442.84219422437,573.500917743675,2048.27055680889,245.26399223636398,0.47545655877141796,False,176,
1316245799,1242,2667,2667,11269,Traced,M_spPN4t9_R,3099779499,True,right,M_spPN4t9,M_spPN4t9,mPN,PVM01,mPN,3.042,3.0,8841.0,2263.0,380.0,2251.0,5446.352864998329,931.731835681251,3211.87280030164,226.509120382402,0.29755996162768,False,193,AL-t4PN1 (Tanaka et al. JCN 2012)
417199910,162,347,347,1590,Traced,M_lvPNm36_R,387058559,True,right,M_lvPNm36,M_lvPNm36,mPN,AVM06,mPN,2.105,2.0,1559.0,28.0,92.0,245.0,1468.46937430246,327.297150795725,499.874795518955,223.693861908591,0.5011625820378739,False,56,
1887872301,276,597,597,2195,Traced,M_adPNm4_R,529952717,True,right,M_adPNm4,M_adPNm4,mPN,AVM01,mPN,2.271,2.0,1923.0,251.0,177.0,412.0,1718.7308025130499,571.7680538899521,683.807912180412,207.105098294601,0.26868420446960395,False,35,
5813044177,240,370,370,1462,Traced,M_lPNm11A_R,558330827,True,right,M_lPNm11A,M_lPNm11A,mPN,AVM02,mPN,2.349,3.0,1206.0,153.0,65.0,290.0,1824.0190165483602,485.500012065418,816.476952956131,233.33161221310502,0.379991808401938,False,91,AL-mPN4 (Tanaka et al. JCN 2012) projection to LH/PLP
1102334088,758,2140,2140,6720,Traced,M_lv2PN9t49_R,1271611492,False,right,M_lv2PN9t49,M_lv2PN9t49,mPN,,mPN,3.168,3.0,6378.0,10.0,271.0,1840.0,4585.749047770039,828.7394829085711,2931.8958104767894,216.655102415438,0.7492076610339609,False,194,
